	ketene (A)	ethanol (A)	Acetaldehyde (A)	acetone (A)	Acetic acid (A)	acetic anhydride (A)				
92	5813.015	7930.58	17559.269	303679.072	7917243.445	42874.643	300	109	28	7
96	6154.328	9256.436	16189.411	310685.35	10875846	63237.346	300	109	28	7
100	5800.81	8418.2	16643.781	304805.021	9198053.961	57674.26	300	109	28	7
104	5967.028	9550.615	16226.638	308624.73	11639666.1	69185.999	300	109	28	7
108	7558.665	10852.465	18729.402	308112.279	9213899.587	56115.002	300	109	28	7
112	6057.94	9985.219	16621.964	314212.119	12026354.54	73262.342	300	109	28	7
116	28251.151	12369.769	25787.766	302088.708	8048744.528	51870.942	300	109	28	7
120	5976.659	9662.816	17167.829	305967.543	11523780.27	85607.382	300	109	28	7
124	8453.003	11640.701	22710.606	289256.816	9552867.912	57544.338	300	109	28	7
128	5846.056	9201.764	15936.708	300597.327	11492606.89	78647.031	300	109	28	7
132	8236.488	11724.589	20781.035	296140.656	9121162.066	53493.728	300	109	28	7
136	7675.455	10842.282	18636.327	302472.573	12253440.36	75649.337	300	109	28	7
140	7272.532	8256.174	17291.844	277553.924	8837080.399	55555.522	300	109	28	7
144	7515.066	10678.188	19823.019	294517.29	11818980.1	85711.983	300	109	28	7
148	5508.279	8170.964	16299.457	293288.221	10059949	57875.871	300	109	28	7
152	7255.783	11353.973	18560.259	303835.322	11953205.43	71239.015	300	109	28	7
156	5588.354	7871.307	16747.668	273666.643	8790836.104	53890.61	300	109	28	7
160	5563.775	8440.325	16221.208	282786.087	11459744.11	67774.17	300	109	28	7
164	5912.148	9111.263	16904.088	296651.665	11548867.33	65957.811	300	109	28	7
168	5678.163	9439.107	14966.101	299829.303	13748470.65	89811.307	300	109	28	7
172	6050.944	8535.505	17985.399	308191.552	9377798.605	65463.194	310	109	28	7
176	9118.219	11924.06	23051.451	447239.301	11981754.04	74991.515	310	109	28	7
180	7289.817	9567.141	18733.931	407731.734	10718232.96	64222.285	310	109	28	7
184	6265.836	1286.855	17541.967	438239.514	12106442.22	70847.941	310	109	28	7
188	9314.517	10570.872	21843.822	420553.096	9718001.531	73632.838	310	109	28	7
192	9551.883	11805.463	25493.334	442523.336	10399357.7	61423.125	310	109	28	7
196	7504.506	9759.977	18575.215	437213.121	11430355.46	66513.047	310	109	28	7
200	16344.239	13514.336	25966.755	475371.926	11998914.12	69577.946	310	109	28	7
204	9324.34	9904.335	17379.398	435580.727	12039535.28	75086.017	310	109	28	7
208	7135.969	9337.829	17964.355	429332.35	10608764.44	61771.042	310	109	28	7
212	7111.322	8618.441	17813.275	421448.937	9896949.603	458.188	310	109	28	7
216	7176.263	9867.517	17243.181	431672.494	12279998.51	79554.436	310	109	28	7
220	10252.212	12248.134	23272.075	420967.502	10610592.66	65958.47	310	109	28	7
224	7287.837	10002.269	18044.455	429170.129	11415729.72	84994.318	310	109	28	7
228	10148.606	12993.475	26502.755	447507.594	11860835.62	69707.273	310	109	28	7
232	7120.065	9515.2	18194.885	417770.486	10513249.69	72560.794	310	109	28	7
236	7392.887	9774.906	18814.833	425516.837	10569322.36	69620.341	310	109	28	7
240	7217.184	10036.855	17334.734	431181.43	12421413.22	72460.418	310	109	28	7
244	7191.059	10115.012	17219.029	432543.323	12407043.92	75233.139	310	109	28	7
248	7137.46	10085.65	17109.24	427503.677	12034267.32	83293.312	310	109	28	7
252	7553.425	10428.8	17492.341	426614.55	12389811.8	74725.581	310	109	28	7
256	8736.732	11479.938	20117.64	414366.315	11654557.18	69121.383	310	109	28	7
260	7270.23	10226.667	17778.427	426473.711	11377219.75	79019.412	310	109	28	7
264	8121.245	10212.676	20720.52	416974.422	9621763.831	56780.744	310	109	28	7
268	7341.391	10816.233	16937.672	427202.341	13068742.56	84264.176	310	109	28	7
272	9772.175	12983.398	22463.256	411942.342	10197582.94	66521.015	310	109	28	7
276	7030.854	9801.468	17777.904	410994.079	10819212.67	74385.507	310	109	28	7
280	9542.064	12715.625	24947.852	430880.792	12074950.69	71138.236	310	109	28	7
284	8274.302	11593.196	19497.485	411803.737	10450604.73	71679.118	310	109	28	7
288	6829.966	9143.014	18280.094	400448.405	9386137.245	56811.289	310	109	28	7
292	9101.015	12446.364	20422.102	426623.045	13381432.54	93194.029	310	109	28	7
296	6851.503	8972.548	17568.755	398973.084	10039234.41	59901.8	310	109	28	7
300	10159.9	10959.833	22547.55	409150.717	9820525.866	62564.709	310	109	28	7
304	7214.638	10104.543	17706.029	412884.703	45.516	63540.421	310	109	28	7
308	6969.298	9244.092	17223.606	411370.175	10213579.14	61478.184	310	109	28	7
312	6670.252	8331.19	17465.608	383722.543	8594880.478	66348.99	310	109	28	7
316	8976.637	12252.459	23650.39	418535.72	11698496.65	70273.943	310	109	28	7
320	6641.327	8087.464	18079.404	377227.35	7713958.741	47037.672	310	109	28	7
324	8390.871	12374.577	20247.717	404762.904	12264822.11	77324.565	310	109	28	7
328	18852.248	10762.306	22087.921	393665.362	8689508.497	50009.463	310	109	28	7
332	12247.324	12092.091	23035.004	404788.601	10825019.12	63815.786	310	109	28	7
336	9005.163	11273.002	21816.795	393215.876	9596479.44	58799.425	320	109	28	7
340	12794.997	13856.182	27315.735	628394.393	11103425.75	68987.154	320	109	28	7
344	10094.783	11146.221	23988.464	512591.493	8261222.412	52377.732	320	109	28	7
348	9540.418	10832.957	19038.353	597446.003	10845274.93	68920.74	320	109	28	7
352	30457.458	7564.351	20210.328	552770.492	2601.51	51291.72	320	109	28	7
356	9524.039	10728.591	19498.167	592501.624	10517611.97	68182.375	320	109	28	7
360	12434.564	14220.397	23425.434	592109.107	10418497.95	68832.854	320	109	28	7
364	9579.894	11546.727	19000.04	593766.228	11573453.67	111860.979	320	109	28	7
368	9289.036	11251.768	19091.245	596849.518	10910462.53	70158.63	320	109	28	7
372	12888.22	11474.526	20675.556	594981.457	10443658.1	67140.701	320	109	28	7
376	9658.671	11275.772	18534.905	606907.885	11444699.72	72508.815	320	109	28	7
380	9333.532	11358.475	18741.228	582188.692	11149655.17	83852.05	320	109	28	7
384	9453.942	12199.9	18591.98	611494.883	12095362.2	76129.007	320	109	28	7
388	10701.258	13743.824	20929.241	600790.304	12031287.44	76922.915	320	109	28	7
392	9247.75	11021.65	19020.5	579066.001	9915774.629	62256.707	320	109	28	7
396	21112.644	14105.613	22645.927	587526.388	10399009.53	65072.24	320	109	28	7
400	9014.95	10721.267	19239.283	567385.389	9596743.473	80225.35	320	109	28	7
404	9350.108	10781.094	18497.048	583776.068	10688355.36	72531.967	320	109	28	7
408	9173.359	10344.636	19177.382	562077.318	9237998.712	66538.633	320	109	28	7
412	11832.561	14664.151	27462.155	597377.536	10621589.22	64277.865	320	109	28	7
416	14738.654	11802.049	20124.315	576237.196	10555059.1	99621.536	320	109	28	7
420	8974.209	11528.129	17898.532	582154.65	11436270.19	70419.143	320	109	28	7
424	11082.535	13771.352	20712.502	595700.52	11894999.94	81890.572	320	109	28	7
428	8766.506	10454.14	18100.53	546244.172	9461833.751	63261.05	320	109	28	7
432	10279.873	12500.848	19534.467	566936.508	10788173.15	74535.292	320	109	28	7
436	8977.628	10325.213	18425.234	558264.941	9274652.554	57927.792	320	109	28	7
440	12533.034	13252.15	21259.984	587296.547	11192411.01	75130.654	320	109	28	7
444	8980.961	10781.157	18023.001	568918.021	9883212.75	61161.612	320	109	28	7
448	8973.146	11230.524	16989.223	570260.042	10789718.89	71003.55	320	109	28	7
452	8783.446	10677.102	17544.252	561896.205	10251282.5	86584.077	320	109	28	7
456	11552.161	14196.931	24715.965	563791.222	10127651.61	63742.457	320	109	28	7
460	8891.693	11219.661	17522.844	566994.087	10254318.37	82883.264	320	109	28	7
464	13541.468	13560.184	21661.276	575285.136	11620957.39	73923.745	320	109	28	7
468	44395.858	12104.885	19798.545	560655.294	10039018.61	62919.538	320	109	28	7
472	10285.927	13223.042	20855.697	564323.327	10476284.23	64694.026	320	109	28	7
476	10450.98	13139.723	21424.433	555885.012	9455763.852	65192.37	320	109	28	7
480	11828.62	16389.806	25354.264	583088.921	11209394.68	69190.594	320	109	28	7
484	8810.131	11160.719	17561.317	548920.001	10187039.48	65530.941	320	109	28	7
488	8915.376	11811.35	16564.924	570713.749	11915886.14	75162.75	320	109	28	7
492	8867.577	10013.795	18531.813	537892.202	8399762.972	53279.379	320	109	28	7
496	8718.943	10443.132	17521.047	544599.939	9200390.865	56931.667	320	109	28	7
500	8641.203	10035.047	16465.992	550544.066	9588599.393	77419.28	320	109	28	7
504	9889.122	11559.598	17433.04	599169.796	10963692.84	89950.172	330	109	28	7
508	13686.402	15305.506	24822.141	764367.338	9053857.454	61006.566	330	109	28	7
512	11952.088	12284.576	19015.164	790585.024	10533358.9	81882.171	330	109	28	7
516	14596.234	16057.06	24780.787	800602.838	10839512.22	82720.964	330	109	28	7
520	12092.925	13108.556	18380.381	825248.2	11313985.2	77380.081	330	109	28	7
524	11772.559	12181.369	18639.433	794123.85	10064683.49	69838.077	330	109	28	7
528	11954.4	12612.05	18436.5	803733.7	10377977.91	80513.826	330	109	28	7
532	12686.393	11519.02	18908.939	767264.15	8627309.562	61248.261	330	109	28	7
536	12323.88	13378.264	18038.969	809766.394	10717716.96	74748.578	330	109	28	7
540	11560.672	11559.298	18644.289	775832.992	8622086.169	57509.104	330	109	28	7
544	11992.55	13274.788	17881.213	812729.975	11286584.53	78667.95	330	109	28	7
548	11663.539	11775.717	19246.799	780914.732	8526775.04	68533.797	330	109	28	7
552	11976.481	12115.386	20014.448	783109.401	8898306.49	61496.068	330	109	28	7
556	11674.019	12019.199	20691.754	760389.23	8088473.893	66096.674	330	109	28	7
560	14500.824	16571.94	27729.965	795824.927	9998600.559	68330.916	330	109	28	7
564	12154.293	13336.498	19937.569	799016.606	9823478.751	74382.239	330	109	28	7
568	11893.714	14533.043	18044.957	817457.216	12427047.28	87791.695	330	109	28	7
572	12345.281	11799.884	21341.869	705607.525	7002742.431	60324.937	330	109	28	7
576	11576.763	12863.094	18008.818	785237.632	10147886.43	69124.216	330	109	28	7
580	13849.108	14711.631	22865.966	756247.893	8443112.347	71067.192	330	109	28	7
584	12019.545	13681.547	17638.182	798977.108	11789889.41	82524.554	330	109	28	7
588	27623.581	9176.044	9124.747	734008.818	8160998.657	84417.302	330	109	28	7
592	11770.465	13055.067	17670.99	782695.288	10503034.35	72141.315	330	109	28	7
596	11336.209	11190.041	17754.991	739855.968	8370022.024	55604.33	330	109	28	7
600	11647.602	13368.43	17085.091	790730.3	11540921.91	98897.047	330	109	28	7
604	11312.838	11926.175	17385.335	745580.045	8963934.415	65487.86	330	109	28	7
608	11653.726	12810.407	17500.562	765086.675	10166668.48	141528.504	330	109	28	7
612	11201.911	11170.064	18608.153	736106.563	7778387.634	55230.462	330	109	28	7
616	11688.11	13808.077	19383.127	763872.141	9983132.967	69678.946	330	109	28	7
620	11497.321	12518.629	19171.148	750071.961	8702394.205	59563.893	330	109	28	7
624	12922.601	15552.276	21198.423	777622.836	10295726.86	70979.773	330	109	28	7
628	14609.259	15659.702	26264.495	742719.831	8301648.566	57342.803	330	109	28	7
632	25701.605	16010.069	22526.554	762882.885	10087024.61	81216.009	330	109	28	7
636	11844.821	11874.557	21796.022	674056.909	6719541.882	48124.463	330	109	28	7
640	13519.008	14678.747	21708.642	752422.851	10089960.85	71876.014	330	109	28	7
644	11498.313	12737.569	18067.507	724106.842	9456815.178	69049.214	330	109	28	7
648	11729.097	13739.228	17001.704	780692.121	11165980.82	79307.421	330	109	28	7
652	11479.603	12853.196	18139.461	744307.805	9570939.434	90088.778	330	109	28	7
656	14748.91	17006.539	25661.943	779128.863	10805129.13	75066.349	330	109	28	7
660	11435.321	12287.856	18039.398	730679.45	8948539.395	64476.382	330	109	28	7
664	12709.408	15387.191	21482.364	763598.439	9848500.309	67431.001	330	109	28	7
668	11378.098	13768.264	18740.646	742690.618	9664074.936	78227.953	340	109	28	7
672	16581.222	16096.633	21547.772	1105779.223	10209315.02	76763.966	340	109	28	7
676	22748.096	15642.392	20098.757	1001925.85	10882517.41	80794.478	340	109	28	7
680	15679.998	16591.468	19783.426	1085157.279	11866270.6	90762.118	340	109	28	7
684	18470.646	17985.163	26127.853	1046201.522	9527678.959	72853.001	340	109	28	7
688	15839.239	16760.868	20224.382	1096804.718	11032375.9	87943.079	340	109	28	7
692	16171.821	17534.306	23045.568	1103730.913	10806409.17	79320.4	340	109	28	7
696	15428.433	14994.6	20631.155	1021612.25	8977311.288	79808.477	340	109	28	7
700	16383.459	17073.276	19119.036	1119144.228	11500569.79	87612.85	340	109	28	7
704	15495.404	15643.619	20023.286	1061625.717	9990548.368	82385.505	340	109	28	7
708	18957.416	20076.705	27948.026	1067293.624	10000479.19	76102.261	340	109	28	7
712	18187.464	17068.192	20573.844	1059489.682	9803512.873	78195.886	340	109	28	7
716	15707.62	16776.824	20688.296	1084687.549	10259848.43	76070.108	340	109	28	7
720	17290.334	18023.586	24689.652	1049144.831	9422296.398	117837.875	340	109	28	7
724	15794.444	16524.205	20263.208	1072897.929	10190064.03	74665.19	340	109	28	7
728	18141.444	19380.749	22172.015	1081717.035	10456218.07	73219.349	340	109	28	7
732	15643.635	16900.687	20158.656	1061998.329	10455490.08	79229.446	340	109	28	7
736	15749.879	16927.417	20965.399	1083156.88	10577983.74	77871.238	340	109	28	7
740	15303.787	15361.274	20935.689	1000690.018	8669917.579	71248.948	340	109	28	7
744	15458.625	14706.708	20864.574	987060.326	7517552.285	54615.999	340	109	28	7
748	15484.202	16923.871	20034.406	1050564.825	10293407.94	88410.711	340	109	28	7
752	15096.259	14783.391	20335.091	972973.207	7935285.646	63700.738	340	109	28	7
756	15981.599	17506.106	20111.164	1061015.434	11087412.77	104704.515	340	109	28	7
760	15173.963	15133.959	20059.291	995950.063	8523430.49	62656.63	340	109	28	7
764	16828.215	17935.918	23195.608	1015073.917	9539226.479	80048.262	340	109	28	7
768	17189.157	17434.056	22159.489	977703.892	7999453.593	56852.732	340	109	28	7
772	17246.269	18689.543	23724.354	999580.988	9088277.4	76551.849	340	109	28	7
776	20091.836	21716.658	26333.115	1086956.313	10630035.92	76025.838	340	109	28	7
780	15546.912	16943.668	19870.99	1035418.441	10190334.79	78116.148	340	109	28	7
784	15466.269	16824.66	20203.679	1016406.412	9515333.598	72702	340	109	28	7
788	16303.604	18955.289	21362.459	1077404.32	12034491.2	90531.705	340	109	28	7
792	15624.544	17879.751	20453.75	1047484.5	10234941.53	75194.334	340	109	28	7
796	15675.484	16599.291	19905.89	999115.767	9759140.653	77039.434	340	109	28	7
800	15561.358	16947.827	20253.492	1020012.551	10135695.02	111090.451	340	109	28	7
804	18608.965	21083.485	24530.567	1041284.812	10443141.33	77839.512	340	109	28	7
808	15520.06	16899.042	20257.65	988470.975	9634413.471	76307.578	340	109	28	7
812	15986.695	17519.417	21748.653	1009324.94	9681592.059	75352.539	340	109	28	7
816	15352.373	16442.935	20647.676	989137.022	9131974.446	68063.427	340	109	28	7
820	15471.698	17102.914	20149.263	1010699.964	9621879.668	71524.244	340	109	28	7
824	16097.932	16279.594	21937.182	943531.769	7806179.784	56935.634	340	109	28	7
828	15852.429	18463.324	19470.335	1068971.513	11813827.14	84314.225	340	109	28	7
832	15061.017	14464.632	21080.334	895245.336	6659557.758	48271.094	340	109	28	7
836	18895.668	18858.724	21356.29	1204894.281	10586672.38	85931.391	350	109	28	7
840	19471.392	16893.85	26139.411	1198565.844	6778618.228	58245.318	350	109	28	7
844	20781.476	20073.395	22880.138	1396424.134	9693351.133	80758.041	350	109	28	7
848	20898.131	18604.549	22134.475	1353326.13	8583204.483	72447.903	350	109	28	7
852	20566.878	20268.6	21934.672	1400305.192	10200216.37	85156.225	350	109	28	7
856	22969.67	19036.293	31611.902	1197984.166	6344903.836	51972.16	350	109	28	7
860	21166.501	20805.061	22336.721	1411267.67	10760464.25	95751.628	350	109	28	7
864	20471.261	17982.264	23315.358	1260490.942	7414629.84	60253.525	350	109	28	7
868	22020.71	22263.677	22258.313	1454847.3	11437452.72	134465.719	350	109	28	7
872	20783.375	19311.825	23101.905	1318487.906	8060164.041	68503.87	350	109	28	7
876	23015.499	23760.219	24376.877	1398919.485	10537779.65	86422.321	350	109	28	7
880	20588.382	18131.259	23179.96	1222096.25	7581573.38	66751.509	350	109	28	7
884	21254.65	21099.25	22195.553	1407893.12	10118218.85	83511.92	350	109	28	7
888	20732.334	18151.049	23823.128	1230857.621	7324753.687	70645.942	350	109	28	7
892	21737.743	22660.747	23270.585	1408675.273	10688949.23	90889.757	350	109	28	7
896	20982.292	19226.636	23418.152	1283730.186	8552288.818	99921.266	350	109	28	7
900	21922.494	22139.96	23528.795	1362492.25	9737147.556	86553.442	350	109	28	7
904	20778.978	17701.633	23282.901	1164780.919	7515497.954	82575.915	350	109	28	7
908	21305.503	20225.615	22911.095	1328756.67	9145901.931	79420.465	350	109	28	7
912	23369.752	21571.544	23430.513	1356635.403	9511262.556	75241.83	350	109	28	7
916	23025.969	22906.335	23838.88	1374867.8	10325670.99	85090.75	350	109	28	7
920	22293.418	21245.783	24106.452	1257317.326	8742970.769	84019.2	350	109	28	7
924	21586.574	22636.211	22307.483	1401151.961	11481144.83	97073.435	350	109	28	7
928	23368.164	24158.066	22767.505	1446654.691	12400132.98	103174.322	350	109	28	7
932	21379.523	22360.908	22048.285	1372860.052	11180331.76	96836.476	350	109	28	7
936	22721.66	21162.16	26932.08	1289059.236	8550491.562	71941.929	350	109	28	7
940	21543.776	22917.574	21916.109	1390666.95	11690674.92	99395.118	350	109	28	7
944	21330.468	21105.107	21819.799	1353070.332	9731216.627	86523.819	350	109	28	7
948	21371.133	21270.715	22377.852	1331086.055	10026658.71	102261.702	350	109	28	7
952	42406.722	22847.359	30671.483	1286802.121	9038230.922	76728.227	350	109	28	7
956	21711.449	21933.187	21838.128	1330824.331	10109044.83	82707.423	350	109	28	7
960	21025.866	20322.48	22012.562	1286843.855	8789097.487	72015.675	350	109	28	7
964	22907.925	23309.324	24957.868	1305354.678	9658479.219	84883.119	350	109	28	7
968	21500.314	21831.797	21504.525	1326155.117	10598496.75	91617.13	350	109	28	7
972	39437.544	25815.64	24028.241	1392255.27	12027814.23	101939.45	350	109	28	7
976	21239.571	20888.98	21933.661	1298154.575	9415736.862	78267.938	350	109	28	7
980	21130.3	18467.487	22443.907	1179745.891	7194657.713	59423.214	350	109	28	7
